Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,3,,2,,6,1,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,5,,6,7,,1,,3,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,4,3,12,5,6,7,1,8,9,10,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,,5,,,2,1,3,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,,,,,4,2,1,,6,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,6,,,,4,3,1,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,,3,,,2,1,,4,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,5,,,,2,,1,4,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,,4,,5,,,1,,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,5,3,,,,6,1,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,3,,,6,4,,1,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,2,,,3,5,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,,2,,1,,6,,,5,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,3,,,,4,1,,5,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,,6,,,4,2,1,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,,,3,,6,4,1,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,,3,,4,,1,,2,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,,,4,4,5,6,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,5,4,,,,,1,,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,9,12,11,4,6,3,1,7,2,8,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,5,3,,,4,,1,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
