Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,,5,4,,,1,,2,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,,5,4,,3,1,,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,6,,5,,,1,,2,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,,,6,5,2,1,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,,5,6,,4,,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,6,2,,,4,,1,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,,,,6,,1,,2,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,9,8,7,6,5,10,1,11,3,4,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,,6,,3,,,1,5,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,5,,7,4,6,,1,,3,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
