Booth,Paper,A:The Great Australian Party,B:Australian Christians,C:Citizens Party,D:Trumpet of Patriots,E:Sustainable Australia Party - Universal Basic Income,F:Australian Democrats,G:Libertarian,H:Gerard Rennick People First,I:The Greens (WA) Inc,J:FUSION | Planet Rescue | Whistleblower Protection | Innovation,K:Socialist Alliance,L:Australian Labor Party,M:Pauline Hanson's One Nation,N:Legalise Cannabis Party,O:Animal Justice Party,P:Australia's Voice,Q:Liberal,R:The Nationals,A:CULLERTON Rodney,A:NEWTON-WORDSWORTH William,B:KLOMP Steve,B:NG Joan Lee,C:NOVAKOVICH Aisha Nancy,C:RYLES Rex Michael,D:BANNISTER Melissa,D:MONGAN Trent Kenneth,D:ROBINS Peter,D:STEWART Lincoln,E:OBORN Karen,E:OOSTRYCK Ryan,F:MITCHELL Elana,F:SIMSON Simon,G:BURNS Ryan,G:NICOL Gary,H:KING Madison,H:CLUNE Jody,I:STEELE-JOHN Jordon,I:COLLINS Simone,I:CLARKE Donald,I:IVES Verity,I:LONSDALE Heather,J:CARRIE-WILSON Tian,J:ALDERDICE Tamara,K:SOBIERALSKI Jade,K:BREEN Riley,L:WHITEAKER Ellie,L:GHOSH Varun,L:SINGH Deep,L:DEWAN Tarun,L:WHITE Ally,L:OSWALD Brock,M:WHITTEN Tyron,M:DOYLE Conor,N:MEOTTI Jason,N:D'ATH Melissa Rose,O:ANAGNO Michael,O:STEWART Grant,P:KRAKOUER Megan,P:LA MACCHIA Tano,Q:BROCKMAN Slade,Q:O'SULLIVAN Matt,Q:BOTHA Trish,Q:MATHEWS Jennifer,R:BROWN Paul,R:MILES Jeremy,UG:CAO Ky,UG:MUBARAK Kim
1,1,6,,,,,,,,,,,,3,4,,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,6,5,,4,,,,,,,,,3,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,3,4,5,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,5,,,,,,,,,,,,4,3,6,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,,4,,,6,,5,,,,,,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,,4,,,,,5,6,,,,,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,3,4,,,,,,,,,,,5,,,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,,4,,,6,,5,,,,,,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,5,4,6,,,,,,,,,,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,,,,,,,,,5,,,6,3,4,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
