Booth,Paper,A:Socialist Alliance,B:Trumpet of Patriots,C:Indigenous - Aboriginal Party of Australia,D:FUSION | Planet Rescue | Whistleblower Protection | Innovation,E:Australia's Voice,F:Jacqui Lambie Network,G:Gerard Rennick People First|Katter's Australian Party,H:Australian Democrats,I:LNP,J:Australian Labor Party,K:Great Australian Party & HEART Party,L:Citizens Party,M:Animal Justice Party,N:Family First,O:Legalise Cannabis Party,P:The Greens,Q:Pauline Hanson's One Nation,R:Sustainable Australia Party - Universal Basic Income,S:Libertarian,A:STRAUSS Jonathan,A:EMANUEL Kamala,B:FONG Harry,B:McMULLAN Robert,B:McCLAER David,C:WHARTON Wayne CoCo,C:DAVIS Marnie Laree,D:SIMPSON Chris,D:JORDAN Frank,E:McDONALD Michelle,E:LECKIE Cameron McClure,E:McGUIRE Aidan,F:HARPER Ange,F:SCHRAMM Craig,G:RENNICK Gerard,G:LYON Robert,H:ROBERTS Scott Frazer,H:PULLAR Luke Daniel,I:SCARR Paul,I:McDONALD Susan,I:FRASER Stuart,I:LI Sophia,I:TUNNEY Yvonne,I:ZHUANG Peter,J:GREEN Nita,J:MULHOLLAND Corinne,J:CASEY Peter,J:SHANKEY Danielle,J:CHISHOLM Melinda,J:BAILEY Brianna,K:BAY William,K:SMITH Catherine,L:PUKALLUS Jan,L:HEALY Richard Frederick,M:JENSZ Michelle,M:DILLON Gregory,N:LUSH Katie,N:FULLER Karen,O:JONES Belinda,O:LINDSAY Melody,P:WATERS Larissa,P:SIDHU Navdeep Singh,P:GARTON Claire,P:COX Jennifer,P:McARDLE Melissa,P:KENNEDY Kirsten,Q:ROBERTS Malcolm,Q:COURT Geena,R:MARTIN Rhett,R:HONNIBALL Ross,S:WILLMOTT Jim,S:LADE Lachlan,UG:HOLMES Gilbert,UG:DONOHUE Danny,UG:WONG Duke,UG:BROWN Jason
1,1,,,,,,,,,,1,,2,5,3,4,6,,,,,,7,5,6,,,,,1,,,2,,,3,,4,,,,,,,8,9,10,11,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,8,9,10,,,,,,,,,,,,,1,2,,,,,,,,,11,12,3,4,,,,,,
1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,9,10,11,12,,,,,,,,,,,1,5,6,2,3,4,,,,,,,,,,
1,4,,,6,,5,,,4,,1,,3,,2,,,,,,11,,,,,6,,,,5,,,10,,,,4,,12,,,,,,1,,,,,,,,3,,,,2,,8,,,,,,,,7,,,,9,,,,,
1,5,,6,,,,,,,1,2,,,,5,,3,4,,,,,,,,,,,,,,,,,,,,,6,5,1,2,3,4,11,10,9,8,7,12,,,,,,,,,,,,,,,,3,,,,,,,,,,
1,6,,,3,,,,,,2,,,4,,5,,1,,6,,,,,,,,10,,,,9,,,,,,,,,8,,,,,,,7,,,,,,11,,,,,,,,1,2,3,4,5,6,,,12,,,,,,,
1,7,,,,,6,,,,1,,5,,,3,,2,,4,,,,,,,,,,,,,1,,,,,,,3,4,5,8,7,6,,,,,,,,,,,,,,2,,,9,10,11,12,,,,,,,,,,,,
1,8,,,,,,,,,1,2,,,,3,,,4,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,,1,,,,6,,,4,5,,,,3,,,2,,,,,3,1,2,,,,,6,7,8,,,,,,,,,,,,,,,,,,,,,9,10,,,,,11,12,,,,,,,4,5,,,,,,,,
1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,,,,,,,,,,,7,8,9,10,11,12,,,,,,,,,,
